ZIP,YEAR,ORDINAL,INCOME GROUP,HOUSEHOLDS
91916,2016,2,"$15,000 to $29,999",95
91916,2016,3,"$30,000 to $44,999",115
91916,2016,4,"$45,000 to $59,999",74
91916,2016,5,"$60,000 to $74,999",64
91916,2016,6,"$75,000 to $99,999",93
91916,2016,7,"$100,000 to $124,999",99
91916,2016,8,"$125,000 to $149,999",46
91916,2016,9,"$150,000 to $199,999",61
91916,2016,10,"$200,000 or more",78
91916,2017,1,"Less than $15,000",66
91916,2017,2,"$15,000 to $29,999",84
91916,2017,3,"$30,000 to $44,999",77
91916,2017,4,"$45,000 to $59,999",65
91916,2017,5,"$60,000 to $74,999",85
91916,2017,6,"$75,000 to $99,999",133
91916,2017,7,"$100,000 to $124,999",107
91916,2017,8,"$125,000 to $149,999",55
91916,2017,9,"$150,000 to $199,999",70
91916,2017,10,"$200,000 or more",47
91916,2018,1,"Less than $15,000",32
91916,2018,2,"$15,000 to $29,999",91
91916,2018,3,"$30,000 to $44,999",89
91916,2018,4,"$45,000 to $59,999",66
91916,2018,5,"$60,000 to $74,999",88
91916,2018,6,"$75,000 to $99,999",145
91916,2018,7,"$100,000 to $124,999",84
91916,2018,8,"$125,000 to $149,999",71
91916,2018,9,"$150,000 to $199,999",72
91916,2018,10,"$200,000 or more",51
91916,2019,1,"Less than $15,000",65
91916,2019,2,"$15,000 to $29,999",79
91916,2019,3,"$30,000 to $44,999",84
91916,2019,4,"$45,000 to $59,999",57
91916,2019,5,"$60,000 to $74,999",90
91916,2019,6,"$75,000 to $99,999",158
91916,2019,7,"$100,000 to $124,999",99
91916,2019,8,"$125,000 to $149,999",60
91916,2019,9,"$150,000 to $199,999",64
91916,2019,10,"$200,000 or more",42
91917,2010,1,"Less than $15,000",21
91917,2010,2,"$15,000 to $29,999",44
91917,2010,3,"$30,000 to $44,999",14
91917,2010,4,"$45,000 to $59,999",28
91917,2010,5,"$60,000 to $74,999",26
91917,2010,6,"$75,000 to $99,999",25
91917,2010,7,"$100,000 to $124,999",16
91917,2010,8,"$125,000 to $149,999",22
91917,2010,9,"$150,000 to $199,999",30
91917,2010,10,"$200,000 or more",15
91917,2011,1,"Less than $15,000",24
91917,2011,2,"$15,000 to $29,999",36
91917,2011,3,"$30,000 to $44,999",15
91917,2011,4,"$45,000 to $59,999",27
91917,2011,5,"$60,000 to $74,999",28
91917,2011,6,"$75,000 to $99,999",44
91917,2011,7,"$100,000 to $124,999",16
91917,2011,8,"$125,000 to $149,999",27
91917,2011,9,"$150,000 to $199,999",19
91917,2011,10,"$200,000 or more",14
91917,2012,1,"Less than $15,000",28
91917,2012,2,"$15,000 to $29,999",26
91917,2012,3,"$30,000 to $44,999",21
91917,2012,4,"$45,000 to $59,999",38
91917,2012,5,"$60,000 to $74,999",40
91917,2012,6,"$75,000 to $99,999",20
91917,2012,7,"$100,000 to $124,999",13
91917,2012,8,"$125,000 to $149,999",15
91917,2012,9,"$150,000 to $199,999",31
91917,2012,10,"$200,000 or more",23
91917,2013,1,"Less than $15,000",39
91917,2013,2,"$15,000 to $29,999",25
91917,2013,3,"$30,000 to $44,999",20
91917,2013,4,"$45,000 to $59,999",27
91917,2013,5,"$60,000 to $74,999",32
91917,2013,6,"$75,000 to $99,999",36
91917,2013,7,"$100,000 to $124,999",14
91917,2013,8,"$125,000 to $149,999",22
91917,2013,9,"$150,000 to $199,999",24
91917,2013,10,"$200,000 or more",19
91917,2014,1,"Less than $15,000",26
91917,2014,2,"$15,000 to $29,999",32
91917,2014,3,"$30,000 to $44,999",32
91917,2014,4,"$45,000 to $59,999",42
91917,2014,5,"$60,000 to $74,999",42
91917,2014,6,"$75,000 to $99,999",29
91917,2014,7,"$100,000 to $124,999",5
91917,2014,8,"$125,000 to $149,999",10
91917,2014,9,"$150,000 to $199,999",19
91917,2014,10,"$200,000 or more",21
91917,2015,1,"Less than $15,000",21
91917,2015,2,"$15,000 to $29,999",19
91917,2015,3,"$30,000 to $44,999",25
91917,2015,4,"$45,000 to $59,999",37
91917,2015,5,"$60,000 to $74,999",33
91917,2015,6,"$75,000 to $99,999",38
91917,2015,7,"$100,000 to $124,999",22
91917,2015,8,"$125,000 to $149,999",18
91917,2015,9,"$150,000 to $199,999",25
91917,2015,10,"$200,000 or more",21
91917,2016,1,"Less than $15,000",34
91917,2016,2,"$15,000 to $29,999",27
91917,2016,3,"$30,000 to $44,999",31
91917,2016,4,"$45,000 to $59,999",26
91917,2016,5,"$60,000 to $74,999",30
91917,2016,6,"$75,000 to $99,999",40
91917,2016,7,"$100,000 to $124,999",26
91917,2016,8,"$125,000 to $149,999",16
91917,2016,9,"$150,000 to $199,999",15
91917,2016,10,"$200,000 or more",20
91917,2017,1,"Less than $15,000",37
91917,2017,2,"$15,000 to $29,999",21
91917,2017,3,"$30,000 to $44,999",35
91917,2017,4,"$45,000 to $59,999",31
91917,2017,5,"$60,000 to $74,999",31
91917,2017,6,"$75,000 to $99,999",59
91917,2017,7,"$100,000 to $124,999",20
91917,2017,8,"$125,000 to $149,999",5
91917,2017,9,"$150,000 to $199,999",13
91917,2017,10,"$200,000 or more",13
91917,2018,1,"Less than $15,000",37
91917,2018,2,"$15,000 to $29,999",25
91917,2018,3,"$30,000 to $44,999",34
91917,2018,4,"$45,000 to $59,999",28
91917,2018,5,"$60,000 to $74,999",31
91917,2018,6,"$75,000 to $99,999",38
91917,2018,7,"$100,000 to $124,999",25
91917,2018,8,"$125,000 to $149,999",13
91917,2018,9,"$150,000 to $199,999",18
91917,2018,10,"$200,000 or more",15
91917,2019,1,"Less than $15,000",37
91917,2019,2,"$15,000 to $29,999",23
91917,2019,3,"$30,000 to $44,999",25
91917,2019,4,"$45,000 to $59,999",24
91917,2019,5,"$60,000 to $74,999",14
91917,2019,6,"$75,000 to $99,999",41
91917,2019,7,"$100,000 to $124,999",33
91917,2019,8,"$125,000 to $149,999",25
91917,2019,9,"$150,000 to $199,999",23
91917,2019,10,"$200,000 or more",17
91931,2010,1,"Less than $15,000",20
91931,2010,2,"$15,000 to $29,999",30
91931,2010,3,"$30,000 to $44,999",16
91931,2010,4,"$45,000 to $59,999",20
91931,2010,5,"$60,000 to $74,999",24
91931,2010,6,"$75,000 to $99,999",26
91931,2010,7,"$100,000 to $124,999",11
91931,2010,8,"$125,000 to $149,999",5
91931,2010,9,"$150,000 to $199,999",4
91931,2010,10,"$200,000 or more",4
91931,2011,1,"Less than $15,000",12
91931,2011,2,"$15,000 to $29,999",25
91931,2011,3,"$30,000 to $44,999",18
91931,2011,4,"$45,000 to $59,999",20
91931,2011,5,"$60,000 to $74,999",25
91931,2011,6,"$75,000 to $99,999",31
91931,2011,7,"$100,000 to $124,999",12
91931,2011,8,"$125,000 to $149,999",9
91931,2011,9,"$150,000 to $199,999",3
91931,2011,10,"$200,000 or more",5
91931,2012,1,"Less than $15,000",13
91931,2012,2,"$15,000 to $29,999",21
91931,2012,3,"$30,000 to $44,999",27
91931,2012,4,"$45,000 to $59,999",24
91931,2012,5,"$60,000 to $74,999",20
91931,2012,6,"$75,000 to $99,999",16
91931,2012,7,"$100,000 to $124,999",14
91931,2012,8,"$125,000 to $149,999",10
91931,2012,9,"$150,000 to $199,999",4
91931,2012,10,"$200,000 or more",11
91931,2013,1,"Less than $15,000",12
91931,2013,2,"$15,000 to $29,999",41
91931,2013,3,"$30,000 to $44,999",24
91931,2013,4,"$45,000 to $59,999",15
91931,2013,5,"$60,000 to $74,999",21
91931,2013,6,"$75,000 to $99,999",11
91931,2013,7,"$100,000 to $124,999",15
91931,2013,8,"$125,000 to $149,999",5
91931,2013,9,"$150,000 to $199,999",6
91931,2013,10,"$200,000 or more",11
91931,2014,1,"Less than $15,000",13
91931,2014,2,"$15,000 to $29,999",26
91931,2014,3,"$30,000 to $44,999",27
91931,2014,4,"$45,000 to $59,999",13
